"artist","firstName","gender","itemInSession","lastName","length","level","location","sessionId","song","userId"
"Cartola","Kate","F","64","Harrell","188.65587","paid","Lansing-East Lansing, MI","293","Verde Que Te Quero Rosa","97"
"Octopus Project","Kate","F","66","Harrell","422.16444","paid","Lansing-East Lansing, MI","293","The Way Things Go","97"
"Peter Tosh","Kate","F","67","Harrell","267.49342","paid","Lansing-East Lansing, MI","293","Recruiting Soldiers (2002 Digital Remaster)","97"
"Alter Bridge","Kate","F","68","Harrell","286.35383","paid","Lansing-East Lansing, MI","293","Down To My Last","97"
"Two Door Cinema Club","Kate","F","69","Harrell","207.43791","paid","Lansing-East Lansing, MI","293","Costume Party","97"
"Ray LaMontagne","Kate","F","70","Harrell","236.59057","paid","Lansing-East Lansing, MI","293","Trouble (Album Version)","97"
"Lady GaGa","Kate","F","71","Harrell","169.87383","paid","Lansing-East Lansing, MI","293","Fashion","97"
"Colt Ford","Kate","F","72","Harrell","170.84036","paid","Lansing-East Lansing, MI","293","Huntin' The World","97"
"Tracy Byrd","Kate","F","73","Harrell","182.02077","paid","Lansing-East Lansing, MI","293","Watermelon Crawl","97"
"Brand New","Kate","F","74","Harrell","386.7424","paid","Lansing-East Lansing, MI","293","Noro","97"
"Creedence Clearwater Revival","Kate","F","75","Harrell","160.02567","paid","Lansing-East Lansing, MI","293","Have You Ever Seen The Rain","97"
"Earth_ Wind & Fire","Kate","F","76","Harrell","280.47628","paid","Lansing-East Lansing, MI","293","Pure Gold","97"
"Fleet Foxes","Tegan","F","0","Levine","208.03873","free","Portland-South Portland, ME","307","Tiger Mountain Peasant Song","80"
"be your own PET","Kate","F","77","Harrell","66.87302","paid","Lansing-East Lansing, MI","293","Food Fight!","97"
"The Killers","Kate","F","78","Harrell","220.89098","paid","Lansing-East Lansing, MI","293","When You Were Young","97"
"Roy Ayers","Tegan","F","1","Levine","240.90077","free","Portland-South Portland, ME","307","Searching","80"
"Rihanna","Kate","F","79","Harrell","229.04118","paid","Lansing-East Lansing, MI","293","Take A Bow","97"
"Andres Calamaro","Kate","F","80","Harrell","144.5873","paid","Lansing-East Lansing, MI","293","El Novio Del Olvido","97"
"Blue States","Kate","F","81","Harrell","299.2322","paid","Lansing-East Lansing, MI","293","Walkabout","97"
"The Black Keys","Kate","F","82","Harrell","161.85424","paid","Lansing-East Lansing, MI","293","Act Nice and Gentle","97"
"Staind","Kate","F","83","Harrell","291.65669","paid","Lansing-East Lansing, MI","293","Outside (Original LP Version)","97"
"James Taylor","Kate","F","84","Harrell","253.12608","paid","Lansing-East Lansing, MI","293","Sweet Baby James","97"
"Moby","Kate","F","85","Harrell","198.60853","paid","Lansing-East Lansing, MI","293","Time's Up (Dust Mix)","97"
"Girl Talk","Kate","F","86","Harrell","170.73587","paid","Lansing-East Lansing, MI","293","Hold up","97"
"Sean Kingston and Justin Bieber","Kate","F","87","Harrell","201.9522","paid","Lansing-East Lansing, MI","293","Eenie Meenie","97"
"Mynt","Celeste","F","2","Williams","166.94812","free","Klamath Falls, OR","52","Playa Haters","53"
"Taylor Swift","Celeste","F","3","Williams","230.47791","free","Klamath Falls, OR","52","You Belong With Me","53"
"Amy Winehouse","Celeste","F","4","Williams","229.85098","free","Klamath Falls, OR","52","Valerie","53"
"Jimmy Eat World","Celeste","F","5","Williams","285.83138","free","Klamath Falls, OR","52","Dizzy","53"
"Maldita Nerea","Anabelle","F","0","Simpson","241.162","free","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","158","Supelicula","69"
"Fluke","Connar","M","0","Moreno","478.92853","free","Houston-The Woodlands-Sugar Land, TX","168","Bermuda","62"
"Habib KoitÃÂ©","Jayden","M","0","Fox","285.1522","free","New Orleans-Metairie, LA","185","Din Din Wo","101"
"The Kooks","Sara","F","0","Johnson","132.25751","paid","Winston-Salem, NC","152","Eddie's Gun","95"
"Blues Traveler","Sara","F","1","Johnson","290.24608","paid","Winston-Salem, NC","152","Hook","95"
"Coldplay","Sara","F","2","Johnson","298.762","paid","Winston-Salem, NC","152","Shiver","95"
"Tom Petty And The Heartbreakers","Sara","F","3","Johnson","183.01342","paid","Winston-Salem, NC","152","The Wild One_ Forever","95"
"Girl Talk","Sara","F","4","Johnson","173.24363","paid","Winston-Salem, NC","152","Give and Go","95"
"Florence + The Machine","Sara","F","5","Johnson","258.55955","paid","Winston-Salem, NC","152","Cosmic Love","95"
"Three Drives","Sara","F","6","Johnson","411.6371","paid","Winston-Salem, NC","152","Greece 2000","95"
"Jonas Brothers","Sara","F","7","Johnson","192.36526","paid","Winston-Salem, NC","152","Sorry","95"
"Tevin Campbell","Sara","F","8","Johnson","293.04118","paid","Winston-Salem, NC","152","Round And Round (Soul Mix Edit)","95"
"Sting","Sara","F","9","Johnson","257.12281","paid","Winston-Salem, NC","152","Windmills Of Your Mind","95"
"The Champs","Sara","F","10","Johnson","132.0224","paid","Winston-Salem, NC","152","Tequila","95"
"RÃÂ¶yksopp","Sara","F","11","Johnson","214.93506","paid","Winston-Salem, NC","152","Poor Leno Jakatta Radio Mix","95"
"Avenged Sevenfold","Sara","F","12","Johnson","312.11057","paid","Winston-Salem, NC","152","Bat Country (Album Version)","95"
"Sam Cooke","Sara","F","13","Johnson","122.04363","paid","Winston-Salem, NC","152","Ain't Misbehavin","95"
"Apulanta","Sara","F","14","Johnson","219.53261","paid","Winston-Salem, NC","152","Hallaa","95"
"Era","Sara","F","15","Johnson","200.56771","paid","Winston-Salem, NC","152","Cathar Rhythm","95"
"Klaus Badelt","Sylvie","F","1","Cruz","128.62649","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","210","Moonlight Serenade","10"
"Parov Stelar","Sara","F","16","Johnson","281.5473","paid","Winston-Salem, NC","152","KissKiss","95"
"Florence + The Machine","Lily","F","0","Koch","290.48118","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Rabbit Heart (Raise It Up)","15"
"De La Soul","Sara","F","17","Johnson","221.72689","paid","Winston-Salem, NC","152","Me_ Myself & I","95"
"Lil Wayne / T-Pain","Sara","F","18","Johnson","244.58404","paid","Winston-Salem, NC","152","Got Money","95"
"Cher","Lily","F","1","Koch","167.41832","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Milord","15"
"Edge Of Dawn","Lily","F","2","Koch","253.72689","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Losing Ground","15"
"The Black Keys","Sara","F","19","Johnson","223.84281","paid","Winston-Salem, NC","152","Elevator","95"
"Smokie Norful","Lily","F","3","Koch","337.84118","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","I Need You Now (Build A Bridge Version)","15"
"Adam Lambert","Sara","F","20","Johnson","227.39546","paid","Winston-Salem, NC","152","Whataya Want From Me","95"
"Pulp","Sara","F","21","Johnson","208.95302","paid","Winston-Salem, NC","152","Little Girl (With Blue Eyes)","95"
"Alliance Ethnik","Lily","F","4","Koch","265.76934","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Creil City","15"
"Tricky","Sara","F","22","Johnson","212.79302","paid","Winston-Salem, NC","152","Ponderosa","95"
"John Butler Trio","Lily","F","5","Koch","223.68608","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Betterman (full-length/album version)","15"
"Culture Club","Sara","F","23","Johnson","282.48771","paid","Winston-Salem, NC","152","Believe (Demo)","95"
"The Temper Trap","Lily","F","6","Koch","192.67873","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Fader","15"
"La Mosca Tse-Tse","Sara","F","24","Johnson","195.082","paid","Winston-Salem, NC","152","Patadas En El Corazon","95"
"Cute Is What We Aim For","Lily","F","7","Koch","201.22077","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Finger Twist & Split (Album Version)","15"
"Jack Johnson","Sara","F","25","Johnson","236.72118","paid","Winston-Salem, NC","152","Bubble Toes","95"
"Siriusmo","Lily","F","8","Koch","272.61342","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Simple","15"
"Creedence Clearwater Revival","Sara","F","26","Johnson","312.89424","paid","Winston-Salem, NC","152","Feelin' Blue","95"
"Alberto Plaza","Lily","F","9","Koch","271.3073","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","No Seas Cruel (vivo)","15"
"Brand New","Sara","F","27","Johnson","188.49914","paid","Winston-Salem, NC","152","Not The Sun","95"
"Sean Lennon","Lily","F","10","Koch","202.97098","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Into The Sun","15"
"K-OS","Sara","F","28","Johnson","211.33016","paid","Winston-Salem, NC","152","EMCEE Murdah","95"
"Nana Caymmi","Lily","F","11","Koch","251.0624","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Acercate Mas (2000 Digital Remaster)","15"
"Casino Versus Japan","Sara","F","29","Johnson","86.30812","paid","Winston-Salem, NC","152","Moonlupe","95"
"the bird and the bee","Sara","F","30","Johnson","281.23383","paid","Winston-Salem, NC","152","Ray Gun","95"
"Skyforger","Lily","F","12","Koch","38.94812","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","In the Yard of the Father's Son","15"
"Bryan Ferry","Lily","F","13","Koch","265.87383","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Slave To Love (1999 Digital Remaster)","15"
"The Black Keys","Sara","F","31","Johnson","196.91057","paid","Winston-Salem, NC","152","All Hands Against His Own","95"
"Foxy Shazam","Lily","F","14","Koch","201.74322","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Wanna-be Angel (Album Version)","15"
"The Ruts","Sara","F","32","Johnson","338.96444","paid","Winston-Salem, NC","152","West One (Shine On Me)","95"
"Old 97's","Lily","F","15","Koch","231.28771","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Victoria (LP Version)","15"
"Lonnie Gordon","Lily","F","16","Koch","181.21098","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Catch You Baby (Steve Pitron & Max Sanna Radio Edit)","15"
"Bon Iver","Sara","F","33","Johnson","220.70812","paid","Winston-Salem, NC","152","For Emma","95"
"Florence + The Machine","Lily","F","17","Koch","219.66322","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Dog Days Are Over (Radio Edit)","15"
"Glen Washington","Sara","F","34","Johnson","193.82812","paid","Winston-Salem, NC","152","One Of These Days","95"
"Mad Cobra","Lily","F","18","Koch","230.68689","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Flex","15"
"Dropout Year","Sara","F","35","Johnson","227.36934","paid","Winston-Salem, NC","152","This Notebook","95"
"Flogging Molly","Lily","F","19","Koch","260.75383","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Punch Drunk Grinning Soul","15"
"Young Rebel Set","Sara","F","36","Johnson","248.55465","paid","Winston-Salem, NC","152","If I Was","95"
"Sneaker Pimps","Lily","F","20","Koch","260.91057","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Spin Spin Sugar","15"
"Righteous Brothers","Sara","F","37","Johnson","215.90159","paid","Winston-Salem, NC","152","Unchained Melody","95"
"Me First And The Gimme Gimmes","Sara","F","38","Johnson","64.39138","paid","Winston-Salem, NC","152","Jonny's Blessing","95"
"Texas In July","Lily","F","21","Koch","190.69342","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Aurora","15"
"Alice In Chains","Sara","F","39","Johnson","230.60853","paid","Winston-Salem, NC","152","God Smack","95"
"10 Years","Lily","F","22","Koch","229.95546","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Wasteland","15"
"Juanes","Lily","F","23","Koch","233.40363","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","No Siento Penas","15"
"Cat Stevens","Sara","F","43","Johnson","200.202","paid","Winston-Salem, NC","152","Wild World","95"
"Passion Pit","Lily","F","24","Koch","174.75873","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Sleepyhead","15"
"The Temper Trap","Sara","F","44","Johnson","192.67873","paid","Winston-Salem, NC","152","Fader","95"
"OneRepublic","Lily","F","25","Koch","224.67873","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Secrets","15"
"Diplo","Sara","F","45","Johnson","96.86159","paid","Winston-Salem, NC","152","Florida","95"
"Afro Celt Sound System","Sara","F","46","Johnson","425.01179","paid","Winston-Salem, NC","152","Even In My Dreams","95"
"PeterLicht","Lily","F","26","Koch","306.80771","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Heiterkeit","15"
"M.A. Numminen","Sara","F","47","Johnson","166.55628","paid","Winston-Salem, NC","152","TULENLIEKKI","95"
"Limp Bizkit","Sara","F","49","Johnson","214.5171","paid","Winston-Salem, NC","152","Rollin' (Air Raid Vehicle)","95"
"Downhere","Sara","F","50","Johnson","230.71302","paid","Winston-Salem, NC","152","In America (Album Version)","95"
"Roots Manuva","Sara","F","51","Johnson","233.92608","paid","Winston-Salem, NC","152","No Love","95"
"Lykke Li","Sara","F","52","Johnson","162.19383","paid","Winston-Salem, NC","152","Let It Fall","95"
"Plan B","Sara","F","53","Johnson","222.82404","paid","Winston-Salem, NC","152","Free","95"
"Octopus Project","Sara","F","54","Johnson","498.33751","paid","Winston-Salem, NC","152","Hypnopaedia","95"
"OneRepublic","Sara","F","55","Johnson","224.67873","paid","Winston-Salem, NC","152","Secrets","95"
"Gilberto Santa Rosa","Sara","F","56","Johnson","272.16934","paid","Winston-Salem, NC","152","La Sigo Amando Tanto","95"
"Eric Clapton","Sara","F","57","Johnson","271.80363","paid","Winston-Salem, NC","152","Tears In Heaven","95"
"ARRESTED DEVELOPMENT","Sara","F","58","Johnson","200.98567","paid","Winston-Salem, NC","152","Fountain Of Youth","95"
"Future Rock","Sara","F","60","Johnson","239.90812","paid","Winston-Salem, NC","152","Gears","95"
"Steppenwolf","Sara","F","61","Johnson","208.14322","paid","Winston-Salem, NC","152","Born To Be Wild","95"
"Jason Mraz & Colbie Caillat","Sara","F","62","Johnson","189.6224","paid","Winston-Salem, NC","152","Lucky (Album Version)","95"
"Leonard Cohen","Sara","F","63","Johnson","298.57914","paid","Winston-Salem, NC","152","The Stranger Song","95"
"Bright Eyes","Ayla","F","0","Johnson","279.09179","free","Santa Rosa, CA","135","Kathy with a K's Song","63"
"The Smiths","Chloe","F","1","Cuevas","196.67546","free","San Francisco-Oakland-Hayward, CA","195","The Boy With The Thorn In His Side","49"
"Quique Gonzalez","Chloe","F","2","Cuevas","214.20363","free","San Francisco-Oakland-Hayward, CA","195","Cuando Eramos Reyes","49"
"Muse","Chloe","F","3","Cuevas","210.46812","free","San Francisco-Oakland-Hayward, CA","195","Pink Ego Box","49"
"Sugarland","Cecilia","F","0","Owens","247.77098","free","Atlanta-Sandy Springs-Roswell, GA","5","Just Might (Make Me Believe)","6"
"A Hope For Home","Cecilia","F","1","Owens","388.38812","free","Atlanta-Sandy Springs-Roswell, GA","5","Absolution: Of Flight and Failure","6"
"Slipknot","Aiden","M","0","Ramirez","192.57424","paid","New York-Newark-Jersey City, NY-NJ-PA","19","Opium Of The People (Album Version)","20"
"Cat Stevens","Aiden","M","1","Ramirez","170.57914","paid","New York-Newark-Jersey City, NY-NJ-PA","19","Don't Be Shy","20"
"Collective Soul","Aiden","M","2","Ramirez","273.47546","paid","New York-Newark-Jersey City, NY-NJ-PA","19","Run (LP Version)","20"
"Taylor Swift","Aiden","M","3","Ramirez","233.89995","paid","New York-Newark-Jersey City, NY-NJ-PA","19","Love Story","20"
"The Dixie Cups","Aiden","M","4","Ramirez","120.05832","paid","New York-Newark-Jersey City, NY-NJ-PA","19","Iko Iko","20"
"Carlos Santana & Mahavishnu John McLaughlin","Aiden","M","5","Ramirez","157.93587","paid","New York-Newark-Jersey City, NY-NJ-PA","19","Meditation","20"
"Pixies","Aiden","M","6","Ramirez","280.00608","paid","New York-Newark-Jersey City, NY-NJ-PA","19","Into The White","20"
"Antimatter","Aiden","M","7","Ramirez","245.52444","paid","New York-Newark-Jersey City, NY-NJ-PA","19","Lights Out","20"
"Rihanna","Christian","F","1","Porter","293.82485","free","Elkhart-Goshen, IN","10","Rehab","11"
"Soda Stereo","Aiden","M","8","Ramirez","186.69669","paid","New York-Newark-Jersey City, NY-NJ-PA","19","ObservÃÂ¡ndonos (SatÃÂ©lites)","20"
"Metallica","Jahiem","M","1","Miles","387.02975","free","San Antonio-New Braunfels, TX","265","Welcome Home (Sanitarium)","43"
"Adam Lambert","Jahiem","M","2","Miles","227.39546","free","San Antonio-New Braunfels, TX","265","Whataya Want From Me","43"
"Beirut","Jahiem","M","3","Miles","185.28608","free","San Antonio-New Braunfels, TX","265","The Flying Club Cup","43"
"Russell Malone","Jahiem","M","4","Miles","396.40771","free","San Antonio-New Braunfels, TX","265","Heartstrings","43"
"Yung Joc feat Jazze Pha","Jacqueline","F","1","Lynch","233.19465","free","Atlanta-Sandy Springs-Roswell, GA","353","Momma (featuring Jazze Pha) (Amended Album Version)","29"
"Metallica","Jacqueline","F","5","Lynch","515.21261","paid","Atlanta-Sandy Springs-Roswell, GA","353","Master Of Puppets","29"
"Pavement","Marina","F","0","Sutton","99.16036","free","Salinas, CA","188","Mercy:The Laundromat","48"
"Andre Hazes","Tegan","F","1","Levine","195.36934","free","Portland-South Portland, ME","342","Che Sara","80"
"Joan Baez","Tegan","F","5","Levine","215.14404","paid","Portland-South Portland, ME","342","Let It Be","80"
"Porcupine Tree","Tegan","F","6","Levine","217.39057","paid","Portland-South Portland, ME","342","Hallogallo","80"
"Coldplay","Tegan","F","8","Levine","228.77995","paid","Portland-South Portland, ME","342","In My Place","80"
"Usher","Tegan","F","9","Levine","224.10404","paid","Portland-South Portland, ME","342","Hey Daddy (Daddy's Home)","80"
"Fabolous","Tegan","F","10","Levine","222.9024","paid","Portland-South Portland, ME","342","Can't Let You Go featuring Mike Shorey & Lil' Mo  (Main LP Version)","80"
